"movie_id","keyword_id","name"
135397,1299,"monster"
135397,1718,"dna"
135397,1720,"tyrannosaurus rex"
135397,2041,"island"
135397,9663,"sequel"
135397,9937,"suspense"
135397,10617,"disaster"
135397,10685,"escape"
135397,12616,"dinosaur"
135397,155582,"amusement park"
135397,158130,"animal attack"
135397,209714,"3d"
135397,223059,"animal horror"
37724,470,"spy"
37724,4289,"secret agent"
37724,9740,"sociopath"
37724,15127,"killer"
37724,15478,"art gallery"
37724,156095,"british secret service"
37724,156395,"imax"
558,851,"dual identity"
558,2038,"love of one's life"
558,8828,"marvel comic"
558,9663,"sequel"
558,9715,"superhero"
558,13005,"doctor"
558,14760,"scientist"
558,34079,"death"
558,163074,"super villain"
68721,949,"terrorist"
68721,5597,"war on terror"
68721,8828,"marvel comic"
68721,9715,"superhero"
68721,9717,"based on comic book"
68721,179430,"aftercreditsstinger"
68721,180547,"marvel cinematic universe"
68721,209714,"3d"
12155,818,"based on novel"
12155,855,"fictional place"
12155,2011,"queen"
12155,2486,"fantasy"
12155,170362,"fantasy world"
12155,209714,"3d"
36668,1852,"mutant"
36668,8828,"marvel comic"
36668,9717,"based on comic book"
36668,10761,"superhuman"
36668,179430,"aftercreditsstinger"
62211,1299,"monster"
62211,6186,"games"
62211,10336,"animation"
62211,12392,"best friend"
62211,13160,"university"
62211,179430,"aftercreditsstinger"
8373,1160,"egypt"
8373,1670,"sun"
8373,4630,"chaos"
8373,11117,"tank"
8373,14544,"robot"
8373,156395,"imax"
8373,179431,"duringcreditsstinger"
91314,9663,"sequel"
91314,9951,"alien"
91314,10891,"giant robot"
91314,14544,"robot"
91314,156395,"imax"
68728,291,"circus"
68728,616,"witch"
68728,2343,"magic"
68728,3929,"hope"
68728,44451,"lost"
68728,177912,"wizard"
68728,209714,"3d"
102382,1523,"obsession"
102382,8828,"marvel comic"
102382,9663,"sequel"
102382,9717,"based on comic book"
102382,163455,"super powers"
20526,310,"artificial intelligence"
20526,1308,"secret identity"
20526,4565,"dystopia"
20526,6104,"computer"
20526,9758,"deception"
20526,12965,"duel"
20526,14735,"motorcycle"
49013,830,"car race"
49013,9663,"sequel"
49013,10267,"comedy"
49013,11500,"anthropomorphism"
49013,12392,"best friend"
49013,179431,"duringcreditsstinger"
44912,849,"dc comics"
44912,4375,"transformation"
44912,9715,"superhero"
44912,9951,"alien"
44912,15252,"magical object"
44912,163455,"super powers"
44912,209714,"3d"
10193,1562,"hostage"
10193,3616,"college"
10193,4290,"toy"
10193,10336,"animation"
10193,10685,"escape"
10193,179431,"duringcreditsstinger"
10193,187065,"toy comes to life"
534,83,"saving the world"
534,310,"artificial intelligence"
534,530,"prophecy"
534,582,"san francisco"
534,679,"cyborg"
534,1373,"killer robot"
534,1420,"gas station"
534,4458,"post-apocalyptic"
534,4565,"dystopia"
534,6092,"army"
534,6112,"firearm"
534,12670,"los angeles"
168259,830,"car race"
168259,9748,"revenge"
168259,9937,"suspense"
168259,33885,"car"
72190,4565,"dystopia"
72190,12332,"apocalypse"
72190,12377,"zombie"
72190,186565,"zombie apocalypse"
127585,1228,"1970s"
127585,1852,"mutant"
127585,4379,"time travel"
127585,8828,"marvel comic"
127585,9717,"based on comic book"
127585,10761,"superhuman"
127585,14527,"storm"
127585,179430,"aftercreditsstinger"
54138,1612,"spacecraft"
54138,6054,"friendship"
54138,9663,"sequel"
54138,9685,"futuristic"
54138,9882,"space"
54138,9951,"alien"
54138,156395,"imax"
54138,161176,"space opera"
54138,209714,"3d"
81005,189099,"giant"
64682,818,"based on novel"
64682,1326,"infidelity"
64682,1523,"obsession"
64682,3929,"hope"
64682,209714,"3d"
9543,1965,"sandstorm"
9543,41645,"based on video game"
68726,4565,"dystopia"
68726,10891,"giant robot"
68726,11100,"giant monster"
68726,12332,"apocalypse"
68726,156395,"imax"
68726,179431,"duringcreditsstinger"
68726,209714,"3d"
38356,305,"moon"
38356,1612,"spacecraft"
38356,2052,"traitor"
38356,3088,"bodyguard"
38356,10158,"alien planet"
38356,10891,"giant robot"
38356,15246,"sabotage"
38356,15248,"commando"
38356,179431,"duringcreditsstinger"
217,83,"saving the world"
217,483,"riddle"
217,1454,"treasure"
217,4276,"machinegun"
217,5566,"maya civilization"
217,6956,"treasure hunt"
217,41586,"archaeologist"
217,184134,"archeology "
105864,1720,"tyrannosaurus rex"
105864,9713,"friends"
105864,12026,"alternate history"
105864,12616,"dinosaur"
105864,13073,"fear"
105864,14527,"storm"
105864,18330,"nature"
105864,189092,"journey"
62177,388,"scotland"
62177,526,"rebel"
62177,3930,"bravery"
62177,4152,"kingdom"
62177,4896,"wish"
62177,10468,"bear"
62177,179430,"aftercreditsstinger"
62177,187056,"woman director"
62177,189098,"courage"
62177,209714,"3d"
188927,9663,"sequel"
188927,9743,"stranded"
188927,161176,"space opera"
10681,9799,"romantic comedy"
5174,1704,"ambassador"
14161,5096,"natural disaster"
14161,10150,"end of the world"
14161,10617,"disaster"
14161,12332,"apocalypse"
14161,14796,"destruction"
17979,65,"holiday"
17979,818,"based on novel"
17979,8250,"victorian england"
17979,10594,"money"
17979,33965,"christmas eve"
17979,162846,"ghost"
17979,207317,"christmas"
76757,9882,"space"
76757,187056,"woman director"
76757,209714,"3d"
76757,212760,"interspecies romance"
258489,409,"africa"
258489,5650,"feral child"
258489,10787,"jungle"
258489,158130,"animal attack"
411,83,"saving the world"
411,616,"witch"
411,818,"based on novel"
411,1155,"brother sister relationship"
411,1430,"self sacrifice"
411,1442,"winter"
411,2043,"lion"
411,6187,"fairy-tale figure"
411,14643,"battle"
411,170362,"fantasy world"
411,179431,"duringcreditsstinger"
246655,1852,"mutant"
246655,4769,"supernatural powers"
246655,8828,"marvel comic"
246655,9715,"superhero"
246655,9717,"based on comic book"
246655,10761,"superhuman"
246655,12332,"apocalypse"
246655,155030,"superhero team"
246655,179430,"aftercreditsstinger"
246655,208289,"1980s"
155,849,"dc comics"
155,853,"crime fighter"
155,1308,"secret identity"
155,4426,"sadism"
155,4630,"chaos"
155,6969,"gotham city"
155,7002,"vigilante"
155,9715,"superhero"
155,9717,"based on comic book"
155,10044,"tragic hero"
155,10291,"organized crime"
155,156395,"imax"
155,163074,"super villain"
155,163455,"super powers"
14160,965,"age difference"
14160,9903,"balloon"
14160,10336,"animation"
14160,179431,"duringcreditsstinger"
15512,9951,"alien"
15512,10891,"giant robot"
15512,179431,"duringcreditsstinger"
1726,539,"middle east"
1726,6163,"arms dealer"
1726,8828,"marvel comic"
1726,9715,"superhero"
1726,9717,"based on comic book"
1726,179430,"aftercreditsstinger"
1726,180547,"marvel cinematic universe"
44826,2793,"film director"
44826,2849,"key"
44826,4290,"toy"
44826,5202,"boy"
44826,9673,"love"
44826,13014,"orphan"
44826,14544,"robot"
44826,209714,"3d"
8487,10028,"steampunk"
8487,10988,"based on tv series"
297761,849,"dc comics"
297761,2095,"anti hero"
297761,3269,"secret mission"
297761,3289,"villain"
297761,9715,"superhero"
2698,494,"father son relationship"
2698,2587,"married couple"
2698,5905,"father"
2698,6038,"marriage"
2698,6150,"faith"
2698,10084,"rescue"
2698,18165,"animal"
2698,18330,"nature"
2698,179431,"duringcreditsstinger"
137113,563,"deja vu"
137113,4565,"dystopia"
137113,6091,"war"
137113,9951,"alien"
137113,13065,"soldier"
137113,14909,"alien invasion"
9804,270,"ocean"
9804,331,"tattoo"
9804,1852,"mutant"
9804,4237,"water"
9804,4565,"dystopia"
9804,34161,"doomsday"
14869,949,"terrorist"
14869,1328,"secret"
14869,1562,"hostage"
14869,1576,"technology"
14869,6086,"government"
14869,8570,"president"
14869,9748,"revenge"
14869,9826,"murder"
14869,10563,"attack"
14869,14601,"explosion"
14869,14760,"scientist"
14869,156075,"evil"
150540,1566,"dream"
150540,7942,"imaginary friend"
150540,10336,"animation"
150540,18035,"family"
150540,161155,"kids"
150540,179431,"duringcreditsstinger"
150540,209714,"3d"
278927,818,"based on novel"
278927,1585,"snake"
278927,1994,"wolf"
278927,4809,"tiger"
278927,5650,"feral child"
278927,9714,"remake"
278927,10468,"bear"
278927,10787,"jungle"
278927,11477,"talking animal"
278927,13014,"orphan"
278927,18165,"animal"
10138,8828,"marvel comic"
10138,9715,"superhero"
10138,9717,"based on comic book"
10138,9748,"revenge"
10138,179430,"aftercreditsstinger"
10138,180547,"marvel cinematic universe"
58595,2011,"queen"
58595,2343,"magic"
58595,3205,"fairy tale"
58595,4978,"immortality"
58595,5774,"forest"
58595,9758,"deception"
58595,15184,"woman"
58595,169341,"snow white"
102651,3205,"fairy tale"
102651,3289,"villain"
102651,177895,"dark fantasy"
102651,209714,"3d"
119450,3077,"leader"
119450,4090,"colony"
119450,4458,"post-apocalyptic"
119450,4565,"dystopia"
119450,5774,"forest"
119450,9663,"sequel"
119450,9720,"woods"
119450,14759,"ape"
119450,14760,"scientist"
119450,15149,"monkey"
119450,158130,"animal attack"
119450,188959,"plague"
119450,209714,"3d"
64686,233,"japan"
64686,236,"suicide"
64686,9672,"based on true story"
64686,209714,"3d"
100402,521,"washington d.c."
100402,2964,"future"
100402,5539,"shield"
100402,8828,"marvel comic"
100402,9715,"superhero"
100402,9717,"based on comic book"
100402,179430,"aftercreditsstinger"
100402,179431,"duringcreditsstinger"
100402,180547,"marvel cinematic universe"
100402,209714,"3d"
10192,209714,"3d"
158852,1436,"inventor"
158852,12332,"apocalypse"
158852,40850,"destiny"
158852,156395,"imax"
177572,380,"brother brother relationship"
177572,1701,"hero"
177572,2276,"talent"
177572,9748,"revenge"
177572,12392,"best friend"
177572,14544,"robot"
177572,179430,"aftercreditsstinger"
177572,209714,"3d"
82690,6733,"bullying"
82690,179430,"aftercreditsstinger"
82690,179431,"duringcreditsstinger"
5255,1991,"santa claus"
5255,5801,"nerd"
5255,6150,"faith"
5255,207317,"christmas"
47933,12026,"alternate history"
47933,14909,"alien invasion"
10191,334,"flying"
10191,1395,"arena"
10191,2041,"island"
10191,3799,"ship"
10191,4613,"training"
10191,5331,"village"
10191,5774,"forest"
10191,5895,"viking"
10191,6054,"friendship"
10191,8044,"flight"
10191,12554,"dragon"
10191,14643,"battle"
10191,18543,"combat"
10191,192913,"warrior"
296,83,"saving the world"
296,310,"artificial intelligence"
296,312,"man vs machine"
296,679,"cyborg"
296,1373,"killer robot"
296,1381,"sun glasses"
296,2733,"firemen"
296,4565,"dystopia"
296,15106,"psychiatrist"
118340,8828,"marvel comic"
118340,9831,"spaceship"
118340,9882,"space"
118340,12405,"outer space"
118340,13014,"orphan"
118340,179430,"aftercreditsstinger"
118340,179431,"duringcreditsstinger"
118340,180547,"marvel cinematic universe"
157336,83,"saving the world"
157336,310,"artificial intelligence"
157336,494,"father son relationship"
157336,641,"single parent"
157336,1432,"nasa"
157336,1963,"expedition"
157336,3801,"space travel"
157336,4380,"black hole"
157336,4565,"dystopia"
157336,4776,"race against time"
157336,9831,"spaceship"
157336,9882,"space"
157336,10084,"rescue"
157336,10235,"family relationships"
157336,14544,"robot"
157336,14626,"astronaut"
157336,14760,"scientist"
157336,15300,"father daughter relationship"
157336,33479,"single father"
157336,154846,"farmer"
157336,156039,"space station"
157336,156395,"imax"
157336,189098,"courage"
27205,1014,"loss of lover"
27205,1566,"dream"
27205,1930,"kidnapping"
27205,10051,"heist"
27205,11436,"redemption"
315011,1299,"monster"
315011,11100,"giant monster"
315011,14796,"destruction"
49051,483,"riddle"
49051,603,"elves"
49051,604,"dwarves"
49051,606,"orcs"
49051,609,"middle-earth (tolkien)"
49051,611,"hobbit"
49051,1262,"mountains"
49051,177912,"wizard"
49051,189092,"journey"
49051,189093,"ring"
49051,189098,"courage"
49051,189099,"giant"
49051,189102,"tunnel"
9799,542,"street gang"
9799,830,"car race"
9799,1568,"undercover"
9799,12670,"los angeles"
9799,33885,"car"
9799,159953,"automobile racing"
9799,179430,"aftercreditsstinger"
9799,179431,"duringcreditsstinger"
4922,2913,"diary"
4922,3588,"navy"
4922,3739,"funeral"
4922,9935,"travel"
4922,11612,"hospital"
49538,591,"cia"
49538,1852,"mutant"
49538,8828,"marvel comic"
49538,9715,"superhero"
49538,9717,"based on comic book"
49538,10761,"superhuman"
49538,208992,"1960s"
131634,2020,"revolution"
131634,2660,"strong woman"
131634,4565,"dystopia"
131634,209714,"3d"
131634,223438,"based on young adult novel"
27022,616,"witch"
27022,657,"fire"
27022,1994,"wolf"
27022,2343,"magic"
27022,3096,"book"
27022,3098,"castle"
27022,4237,"water"
27022,4488,"apprentice"
27022,4613,"training"
27022,9673,"love"
27022,10364,"mission"
27022,12554,"dragon"
27022,179430,"aftercreditsstinger"
503,613,"new year's eve"
503,657,"fire"
503,793,"drowning"
503,843,"cataclysm"
503,1872,"loss of father"
503,2283,"ball"
503,2580,"shipwreck"
503,3799,"ship"
503,5600,"daughter"
503,9457,"single"
503,10685,"escape"
241259,818,"based on novel"
241259,2011,"queen"
241259,9663,"sequel"
241259,177895,"dark fantasy"
241259,209714,"3d"
810,502,"ambush"
810,1647,"sadness"
810,2019,"liberation of prisoners"
810,2041,"island"
810,2052,"traitor"
810,2580,"shipwreck"
810,3071,"prince"
810,3799,"ship"
810,4152,"kingdom"
810,4326,"theatre play"
810,4375,"transformation"
810,5515,"heir to the throne"
810,6093,"assault"
810,6271,"boarding school"
810,6285,"coup d'etat"
810,10508,"teacher"
810,12392,"best friend"
810,12554,"dragon"
810,13001,"cowardliness"
810,13149,"pregnancy"
810,179431,"duringcreditsstinger"
68735,282,"video game"
68735,603,"elves"
68735,606,"orcs"
68735,2343,"magic"
68735,3713,"chase"
68735,9717,"based on comic book"
68735,41645,"based on video game"
68735,177912,"wizard"
68735,234213,"sword and sorcery"
87101,83,"saving the world"
87101,310,"artificial intelligence"
87101,679,"cyborg"
87101,1373,"killer robot"
87101,2964,"future"
87101,4379,"time travel"
87101,4565,"dystopia"
87101,9663,"sequel"
87101,179431,"duringcreditsstinger"
87101,209714,"3d"
10140,818,"based on novel"
10140,2343,"magic"
10140,10842,"good vs evil"
10140,13084,"king"
10140,170362,"fantasy world"
676,428,"nurse"
676,1627,"patriotism"
676,1668,"hawaii"
676,1956,"world war ii"
676,3203,"pilot"
676,3800,"airplane"
676,6091,"war"
676,6092,"army"
676,9673,"love"
1858,2535,"destroy"
1858,4375,"transformation"
1858,9951,"alien"
1858,14544,"robot"
1858,179431,"duringcreditsstinger"
1858,188178,"teenage hero"
1966,1160,"egypt"
1966,1200,"greece"
1966,10180,"homosexuality"
1966,10198,"gay relationship"
1966,14704,"ancient world"
675,530,"prophecy"
675,616,"witch"
675,1014,"loss of lover"
675,2343,"magic"
675,2630,"cutting the cord"
675,3650,"child hero"
675,3737,"dying and death"
675,3872,"broom"
675,3873,"sorcerer's apprentice"
675,3884,"school of witchcraft"
675,4252,"black magic"
675,4959,"death of a friend"
675,5147,"sorcery"
674,2343,"magic"
674,3737,"dying and death"
674,3872,"broom"
674,3873,"sorcerer's apprentice"
674,3884,"school of witchcraft"
674,4238,"chosen one"
674,4252,"black magic"
674,6271,"boarding school"
674,10629,"vision"
674,12380,"tournament"
674,13130,"teenager"
674,177912,"wizard"
674,188178,"teenage hero"
674,223438,"based on young adult novel"
8960,334,"flying"
8960,567,"alcohol"
8960,2038,"love of one's life"
8960,3691,"forbidden love"
8960,4663,"lovers"
8960,5608,"affection"
8960,7464,"alcoholism"
8960,9715,"superhero"
8960,179431,"duringcreditsstinger"
6479,83,"saving the world"
6479,4458,"post-apocalyptic"
6479,4565,"dystopia"
6479,5144,"matter of life and death"
6479,188957,"virus"
118,212,"london england"
118,494,"father son relationship"
118,818,"based on novel"
118,970,"parents kids relationship"
118,1158,"grandfather grandson relationship"
118,10508,"teacher"
2062,90,"paris"
2062,380,"brother brother relationship"
2062,996,"expensive restaurant"
2062,1261,"river"
2062,1650,"cook"
2062,2161,"mouse"
2062,2246,"confidence"
2062,3640,"work"
2062,3914,"kitchen"
2062,6148,"court"
2062,18035,"family"
2062,18293,"chef"
272,486,"himalaya"
272,779,"martial arts"
272,849,"dc comics"
272,853,"crime fighter"
272,1308,"secret identity"
272,1568,"undercover"
272,1701,"hero"
272,1872,"loss of father"
272,3679,"society"
272,6969,"gotham city"
272,7002,"vigilante"
272,9715,"superhero"
272,9717,"based on comic book"
272,9823,"rivalry"
272,10044,"tragic hero"
272,10278,"ninja"
272,10842,"good vs evil"
272,14536,"crime"
272,163455,"super powers"
272,187710,"escapade"
10527,409,"africa"
10527,931,"jealousy"
10527,1691,"dance"
10527,2043,"lion"
10527,2172,"zoo"
10527,2552,"chimp"
10527,3028,"penguin"
10527,3347,"volcano"
10527,3800,"airplane"
10527,9663,"sequel"
10527,15097,"shark"
10527,156395,"imax"
10527,179431,"duringcreditsstinger"
18360,2598,"museum"
18360,179431,"duringcreditsstinger"
2080,417,"corruption"
2080,1852,"mutant"
2080,2792,"boxer"
2080,6092,"army"
2080,8828,"marvel comic"
2080,9715,"superhero"
2080,179430,"aftercreditsstinger"
2080,179431,"duringcreditsstinger"
605,83,"saving the world"
605,310,"artificial intelligence"
605,312,"man vs machine"
605,334,"flying"
605,490,"philosophy"
605,663,"fortune teller"
605,780,"kung fu"
605,1373,"killer robot"
605,1552,"subway"
605,1566,"dream"
605,1670,"sun"
605,1701,"hero"
605,1721,"fight"
605,2725,"sunlight"
605,2812,"computer virus"
605,2849,"key"
605,2964,"future"
605,3222,"super computer"
605,3737,"dying and death"
605,4563,"virtual reality"
605,4565,"dystopia"
605,6104,"computer"
605,6150,"faith"
605,6256,"truth"
605,10084,"rescue"
605,10364,"mission"
605,12190,"cyberpunk"
605,187056,"woman director"
109445,2011,"queen"
109445,4344,"musical"
109445,7376,"princess"
109445,10085,"betrayal"
109445,10336,"animation"
109445,10541,"curse"
109445,10794,"snow"
109445,11173,"troll"
109445,179430,"aftercreditsstinger"
109445,187056,"woman director"
109445,209714,"3d"
604,83,"saving the world"
604,310,"artificial intelligence"
604,312,"man vs machine"
604,779,"martial arts"
604,780,"kung fu"
604,1566,"dream"
604,1701,"hero"
604,1721,"fight"
604,2812,"computer virus"
604,2849,"key"
604,2964,"future"
604,3737,"dying and death"
604,4563,"virtual reality"
604,4565,"dystopia"
604,6104,"computer"
604,6150,"faith"
604,6256,"truth"
604,10364,"mission"
604,12190,"cyberpunk"
604,187056,"woman director"
76338,8828,"marvel comic"
76338,9715,"superhero"
76338,9717,"based on comic book"
76338,179430,"aftercreditsstinger"
76338,179431,"duringcreditsstinger"
76338,180547,"marvel cinematic universe"
76338,209714,"3d"
76341,2964,"future"
76341,3713,"chase"
76341,4458,"post-apocalyptic"
76341,4565,"dystopia"
76341,5657,"australia"
76341,10084,"rescue"
76341,10349,"survival"
76341,10562,"on the run"
13448,588,"rome"
13448,716,"vatican"
13448,818,"based on novel"
13448,5950,"christian"
13448,9675,"prequel"
13448,10410,"conspiracy"
13448,161207,"catholicism"
10195,1508,"new mexico"
10195,5539,"shield"
10195,8828,"marvel comic"
10195,9715,"superhero"
10195,9717,"based on comic book"
10195,11436,"redemption"
10195,179430,"aftercreditsstinger"
10195,180547,"marvel cinematic universe"
10195,209714,"3d"
13053,9963,"kids and family"
13053,18165,"animal"
13053,179431,"duringcreditsstinger"
19585,179431,"duringcreditsstinger"
57165,1449,"underworld"
57165,2035,"mythology"
57165,162861,"ancient greece"
57165,209714,"3d"
62213,616,"witch"
62213,3133,"vampire"
62213,10541,"curse"
62213,11860,"fish out of water"
62213,41410,"madness"
62213,160279,"18th century"
62213,162846,"ghost"
177677,212,"london england"
177677,470,"spy"
177677,1201,"austria"
177677,3289,"villain"
177677,9663,"sequel"
177677,10364,"mission"
177677,10410,"conspiracy"
7978,494,"father son relationship"
7978,8250,"victorian england"
7978,9714,"remake"
7978,11004,"rural setting"
7978,12564,"werewolf"
5559,2382,"flower"
5559,2778,"florist"
5559,3203,"pilot"
5559,3616,"college"
5559,3800,"airplane"
5559,6148,"court"
5559,179430,"aftercreditsstinger"
49444,779,"martial arts"
49444,3929,"hope"
49444,10364,"mission"
49444,187056,"woman director"
10196,657,"fire"
10196,1445,"ice"
10196,2770,"war ship"
10196,3071,"prince"
10196,4152,"kingdom"
10196,4237,"water"
10196,5331,"village"
10196,5638,"arrest"
10196,9714,"remake"
10196,10563,"attack"
10196,13153,"spirit"
956,220,"berlin"
956,591,"cia"
956,716,"vatican"
956,833,"white house"
956,1308,"secret identity"
956,1328,"secret"
956,1653,"explosive"
956,1880,"mobile phone"
956,1969,"map"
956,2052,"traitor"
956,2546,"mask"
956,2676,"honeymoon"
956,3269,"secret mission"
956,3344,"letter"
956,3739,"funeral"
956,4277,"to shoot dead"
956,4289,"secret agent"
956,4697,"video"
956,6104,"computer"
956,9748,"revenge"
956,9826,"murder"
956,10364,"mission"
956,11612,"hospital"
956,12965,"duel"
956,18118,"disguise"
956,33648,"celebration"
956,46958,"good and bad"
117251,840,"usa president"
117251,10410,"conspiracy"
117251,41249,"secret service"
50321,5202,"boy"
50321,9951,"alien"
50321,10084,"rescue"
50321,14909,"alien invasion"
50321,15101,"based on children's book"
50321,179431,"duringcreditsstinger"
11619,212,"london england"
11619,1449,"underworld"
11619,3799,"ship"
11619,4456,"frog"
11619,5490,"girlfriend"
266647,334,"flying"
266647,2343,"magic"
266647,3205,"fairy tale"
266647,5938,"mermaid"
266647,12988,"pirate"
266647,170362,"fantasy world"
82703,494,"father son relationship"
82703,1160,"egypt"
82703,2051,"intelligence"
82703,2393,"adoption"
82703,4379,"time travel"
82703,5202,"boy"
82703,5561,"child prodigy"
82703,6054,"friendship"
82703,9825,"growing up"
82703,10103,"children"
82703,11477,"talking animal"
82703,15162,"dog"
82703,157303,"first love"
82703,179431,"duringcreditsstinger"
652,380,"brother brother relationship"
652,596,"adultery"
652,2035,"mythology"
652,3258,"beauty"
652,3930,"bravery"
652,4373,"fraud"
